-4828,-3051
-269,-210
3108,2092
3022,2183
160,252
1691,1418
3848,1753
3106,184
4222,665
5943,1083
5505,518
5238,857
5924,1811
6807,2342
3683,905
928,1325
-1609,706
-4361,-2643
-5127,-5008
-5403,-4919
-7500,-6013
-6967,-6644
-2373,-4048
-205,-1779
-2106,-1814
-1190,-1096
395,-629
1597,1614
775,2172
-803,729
-1127,1233
-1009,2746
-360,2911
1012,3043
946,2459
-234,1930
-558,268
-689,-1196
-1711,-2951
-2273,-3547
-2906,-2288
-745,-815
2803,705
3394,1786
1446,1110
2513,2013
4743,2765
6599,4878
6006,4967
5748,3439
5328,3234
3013,1975
439,198
-1446,-1308
-1934,-326
-2778,830
-3281,-89
-3238,-2117
-3631,-3017
-4907,-5372
-6079,-6921
-8614,-8392
-7896,-7853
-5948,-7669
-8627,-8895
-10161,-7910
-8408,-6878
-4675,-4499
-1948,-1821
-1542,-467
1088,2159
4374,4551
7607,7136
7592,7695
4265,6364
2138,3716
572,727
-605,-1095
-4507,-4765
-8113,-8385
-4838,-4987
-4339,-3221
-4827,-1911
-2226,630
-644,2231
287,4239
161,3377
2173,3588
3866,3645
2240,1607
2219,2399
2122,1620
3577,1319
3600,2601
991,2372
1109,1752
1542,1596
1482,1423
1627,1635
507,802
78,1934
-1114,1153
-672,-981
-2231,-3568
-6039,-5724
-5612,-5435
-3836,-4491
-1895,-1869
-516,799
-1188,-90
584,1105
1189,1583
2339,2129
1969,834
-68,-1296
373,-1426
-1582,-4226
-1967,-4843
-1551,-4895
-2556,-4498
-1273,-1677
-1398,-1544
408,-487
1110,559
1920,1947
2014,1549
319,-146
1617,2160
56,1749
-3272,-1656
-4640,-1583
-4389,-1320
-1538,-500
-2670,-2761
-4187,-3684
-1020,69
1764,1143
1354,-671
-529,-1033
-1657,-257
-2187,-1292
-3581,-2636
-2817,-2869
-1685,-2189
-3541,-2747
-3545,-2942
-2624,-3079
1347,96
2801,971
890,-1448
2072,-625
2283,218
1728,100
1140,-848
117,-472
-157,1138
945,1883
639,196
-967,-1166
-692,-76
616,1025
-28,-118
1307,1471
1625,1929
-245,1168
-22,835
-1020,-1200
-589,-1670
-2017,-2697
-5256,-5378
-5574,-6084
-6287,-6295
-8134,-8121
-11543,-11110
-13246,-11845
-12289,-9444
-11956,-8703
-8328,-5852
-5588,-2947
-5585,-1509
-3521,-197
-1265,-394
602,505
-299,1181
-1129,77
-939,-1028
-398,-664
915,-1
150,-1711
1006,-1734
4877,2767
5377,4145
8148,5714
9320,6801
6909,6450
5850,6921
6960,7141
9312,8216
9209,8411
10701,9676
13190,10832
12026,9982
9255,7410
7400,6796
6111,6974
3089,4490
419,1991
2873,2712
2418,3235
858,3821
1189,4140
3608,4890
6921,6780
4767,5079
752,1151
535,-619
1511,408
209,-102
-2224,-2989
-2348,-3549
-451,-2227
1167,-667
1635,-179
139,-935
-1251,-40
-563,1914
-966,1382
-2473,-847
-2561,-1556
-1991,228
-1864,-22
-2437,-3520
269,-1802
504,633
-1285,-141
-1013,-712
1513,1784
2886,3472
-285,-446
-1079,-2810
-113,-1246
-499,-935
-1085,-1324
-1930,-1162
-1529,147
-848,1311
-759,157
260,-448
650,-407
-932,-1972
-1358,-3581
-51,-3593
1016,-3676
-803,-6144
-295,-3683
103,-1440
892,-726
2415,421
1983,1065
1807,1149
2597,1338
2956,240
2147,-725
-872,-2036
-1744,-1740
160,148
-520,-548
-1199,-774
