-2531,-1724,-1218,134,-2282,-256,-6258,-3771,
-1224,-535,-113,2185,321,2065,-5526,-5328,
-2679,-2491,-1572,103,-2300,-161,-7492,-6949,
-4791,-5213,-3176,-1885,-4110,-1990,-8744,-8814,
-4924,-4803,75,236,-1069,-1046,-4989,-7826,
-4032,-3042,550,19,-1715,-1908,-4271,-7172,
-5357,-3933,-4722,-4570,-6063,-6330,-10087,-10740,
-7046,-5878,-7672,-6839,-7736,-5873,-9221,-11318,
-5608,-4626,-6248,-4295,-5031,-4515,-6215,-10291,
-876,-20,308,640,-664,-467,-1046,-7387,
-1912,-1070,-3013,-2473,-5093,556,-688,-7364,
-1056,66,-2003,-2485,-4230,-2091,-3968,-8064,
456,1138,2263,596,-1335,-2787,-3295,-4051,
2329,2743,2265,2333,924,-292,778,38,
4538,3303,4729,2574,2052,1493,4295,2121,
3210,1266,3895,1356,2428,-622,3126,2850,
1075,-871,-522,-382,1572,-2394,2049,4418,
1397,-475,621,629,3037,-598,2180,5369,
2354,6,2082,2493,6354,-495,2856,4411,
97,-1687,1335,1098,5701,-707,2969,3936,
-4076,-4220,-2214,-2956,659,-1044,-1242,4650,
-4282,-3561,-2785,-3693,330,1123,-2718,5357,
-4441,-3451,-3596,-3716,1096,3016,-1474,2574,
-3180,-2676,-3932,-2238,1742,3553,-1171,1577,
-3167,-2214,-2707,-2028,560,5397,782,2776,
-3975,-2564,-3428,-3529,-791,5800,2788,2640,
-112,1154,985,12,2677,5130,2568,-428,
2488,3136,2830,1581,2590,6289,3996,-2847,
1791,1315,1800,1594,1582,7996,7386,639,
2078,860,3671,2639,1875,8039,10994,3101,
2338,1914,4038,1922,478,1768,7439,-617,
1032,432,698,-173,-1148,-3124,-339,-2041,
489,-881,-2665,-1060,-2326,-3580,-957,855,
2757,1756,-116,1941,1360,-2102,2515,-20,
3443,2630,4769,2753,2722,-4422,592,-1941,
-3,-896,29,-1902,-3948,-10388,-8253,-8340,
-80,-644,-2121,-2763,-4630,-9441,-9314,-8623,
-2052,-1976,-4085,-4781,-4059,-7956,-7371,-5318,
-1924,-2200,-4590,-4985,-2681,-8650,-7167,-5798,
-3133,-4316,-6019,-6138,-5147,-8515,-6595,-6805,
-1684,-1887,-5870,-4682,-2696,-4474,-2865,-4807,
-733,-122,-4040,-3888,-1362,-195,-572,-2917,
-839,-550,-2329,-2978,-1906,3393,62,-2641,
1705,1510,1236,1400,2562,6601,2261,-1821,
3557,3910,3811,3671,5620,11169,7884,1318,
2013,2754,4151,3681,3795,11991,8115,5020,
1527,1506,4457,3922,3282,9256,3838,5222,
2032,2116,1719,3552,3587,4781,1610,2615,
511,798,-2333,1878,2216,3153,1276,161,
221,751,418,910,1246,2453,-48,3259,
-1625,281,-426,-1632,-576,-3717,-4959,3459,
-446,2001,-990,-239,1143,-3140,-2060,5106,
1455,4195,585,1678,2328,1524,944,4707,
3109,5151,3337,3803,4751,3884,2332,4607,
2340,3724,4704,3714,3723,2700,4392,3127,
-586,1111,739,-209,-1798,-987,724,-4113,
-404,1090,-929,-852,-2532,-2823,-2719,-6196,
-972,-119,-2041,-1150,-2169,-1709,-2631,-2897,
-3958,-4067,-5066,-4281,-4579,-5483,-2768,-1762,
-5337,-5131,-6332,-5142,-5322,-5342,-608,-3688,
-2848,-1703,-5591,-1947,-988,-2847,-1047,-3163,
110,795,-2905,354,2177,-1419,-537,-827,
-2695,-2751,-5136,-2633,-2119,-3611,-1600,-5502,
-2083,-2251,-4661,-715,368,-3217,-1310,-7914,
3805,3525,3359,5960,7165,3040,3079,-3683,
990,-159,3508,2231,1450,1534,-855,-5482,
-2332,-3358,4162,-447,13,-1184,-4732,-4544,
-1858,-2772,4957,911,1589,-995,-6251,-1008,
-1375,-2795,6117,2388,2553,1106,-4612,-272,
-784,-2172,9646,3521,2116,4532,1398,2904,
-1623,-2004,7215,1527,1005,3240,2335,7540,
-3025,-3175,3053,-1548,-754,-1616,-758,6890,
-1389,-2645,1770,-38,-481,-1068,885,3833,
1770,-384,3772,2960,2547,3647,6644,4030,
573,-1200,3957,667,1251,-170,4457,1890,
