-6043,-6043,-5484,-387,-5535,-5070,-2437,1535-7047,-7047
-5815,-5815,-5487,-4105,-6877,-6311,-5423,-2177-6597,-6597
-5026,-5026,-5365,-6192,-6692,-6732,-6455,-5416-6602,-6602
-2560,-2560,-2052,-6517,-4519,-2948,-3075,-3186-4905,-4905
-2105,-2105,-2003,-5524,-3037,516,1034,2290-1115,-1115
-3820,-3820,-4117,-3276,-1249,378,1646,45793994,3994
-4851,-4851,-3877,-2380,773,535,-4,20416454,6454
-4393,-4393,-2781,-684,1176,846,2225,19865825,5825
-6513,-6513,-6540,-2656,-2325,-2920,-1049,-845328,328
-4017,-4017,-5075,2771,1403,764,-2132,480-719,-719
-1380,-1380,-2575,6827,3611,2201,-114,1273-1797,-1797
-4275,-4275,-6884,2003,-2615,-3365,-2280,-4873-9490,-9490
-4748,-4748,-7387,1890,-3855,-2303,-1628,-5900-13030,-13030
-5239,-5239,-6965,1306,-2541,-1276,-819,-5251-9305,-9305
-8686,-8686,-10673,-1543,-5687,-5412,-2109,-7394-7276,-7276
-11404,-11404,-12708,-3656,-8345,-9411,-2712,-7196-3817,-3817
-11183,-11183,-10361,-3988,-7665,-8716,-4154,-7210-1291,-1291
-8544,-8544,-8185,-1334,-5100,-6321,-3165,-7653-790,-790
-6609,-6609,-6731,-1320,-4094,-5992,-1337,-53001155,1155
-3881,-3881,-4241,2137,-283,-512,2903,13684672,4672
-4651,-4651,-4650,4274,723,861,5154,56663169,3169
-3762,-3762,-2768,4267,1646,1132,4620,49761648,1648
-3107,-3107,-1979,2893,2087,1921,4335,47923959,3959
-4729,-4729,-3422,-3072,337,793,1054,20221827,1827
-4081,-4081,-3159,-3888,1121,2846,720,2894-1644,-1644
-4266,-4266,-3513,-4262,-832,521,-2636,-283-5189,-5189
-4744,-4744,-4206,-6163,-3190,-2233,-6883,-5342-4752,-4752
-5357,-5357,-4830,-5140,-3718,-2009,-4072,-3941-4034,-4034
-4490,-4490,-3321,-4952,-2656,-720,-771,-1697-4393,-4393
-1027,-1027,-104,-1434,499,1608,335,1514358,358
979,979,1092,469,2179,2726,2373,45964348,4348
626,626,1070,-2006,87,1318,2435,25475487,5487
600,600,2006,-3431,-1499,-468,1089,3194734,4734
4039,4039,4607,-865,1335,1657,1085,5435375,5375
4360,4360,3421,-160,3,596,-768,-15852351,2351
5132,5132,4920,831,-1054,-931,-2832,-3518-2449,-2449
7721,7721,9320,2853,1737,1756,-2817,-4428-1107,-1107
11431,11431,12244,4670,5005,5479,-3227,-39601296,1296
10906,10906,10403,588,4498,4253,-3809,-4857140,140
13401,13401,12439,3423,7391,7370,1090,-10492114,2114
13836,13836,13825,6213,8710,10031,4509,14693991,3991
6274,6274,7315,-901,2323,2979,1821,-271368,68
3447,3447,3545,-4526,-1639,-2065,3296,-2854-3445,-3445
4480,4480,3928,-3116,-457,-615,5990,-1797-3977,-3977
3990,3990,3186,-1026,-239,1485,4653,-895-3865,-3865
3495,3495,2735,-2259,-2213,-234,-582,26-4552,-4552
5271,5271,3926,-1268,-2478,-1287,-2237,-971-5521,-5521
10132,10132,8852,6208,2486,4802,3312,3124319,319
10022,10022,9953,5517,3704,7388,2642,52242550,2550
6670,6670,7128,2883,1131,3850,-123,76321874,1874
9091,9091,9744,7074,2865,2986,5581,125215435,5435
9041,9041,10608,7607,4109,4519,6374,92245805,5805
6416,6416,8597,5769,2951,3841,1877,49963172,3172
4911,4911,6570,2664,1168,633,1934,3555-289,-289
6238,6238,6817,5541,3439,2540,7085,6144-876,-876
5030,5030,5637,6038,3190,2676,5108,3693-750,-750
1421,1421,2477,2642,-216,-1653,-654,-1587-1760,-1760
-480,-480,621,669,-2137,-4404,-4784,-3938-4781,-4781
3096,3096,3766,695,202,-1614,-3272,-2511-4269,-4269
4215,4215,4106,3868,3291,1253,-331,22981009,1009
2461,2461,2093,1935,2197,-1457,-2776,30331141,1141
2013,2013,1978,-4036,167,-3301,-8159,-2396-2066,-2066
3101,3101,2876,-4419,861,-2379,-2820,264895,895
745,745,593,-7125,-78,-2779,-1385,-1992100,2100
-3343,-3343,-4430,-7829,-2517,-4680,-5810,-5382-2226,-2226
-4360,-4360,-5533,-7953,-4685,-6088,-7179,-9240-5049,-5049
-794,-794,-1229,-5924,-2506,-2635,-472,-8343-3873,-3873
-528,-528,-1227,-1437,-1428,-1626,225,-8954-2487,-2487
-125,-125,-1833,-735,-1506,-1986,-2653,-10394-3685,-3685
5019,5019,2893,5312,3758,3981,992,-3063-2208,-2208
5112,5112,4612,7338,4838,4459,1652,673-2191,-2191
1242,1242,1592,4501,1748,171,-2958,-3157-3986,-3986
-850,-850,-519,4099,562,-1106,-4151,-4126-5817,-5817
-1167,-1167,-88,1769,1448,98,-6295,-5132-7908,-7908
-1650,-1650,-544,3494,2315,711,-3562,-157-4771,-4771
-2834,-2834,-2128,3887,1102,-1718,1087,3926-319,-319
-7909,-7909,-7374,-2271,-5993,-9420,-7330,-4576-4473,-4473
-7890,-7890,-7725,-1548,-5778,-7032,-5984,-3980-3348,-3348
-3541,-3541,-3741,-248,-631,-167,2485,41361374,1374
-4065,-4065,-5115,-1426,-1155,-842,1979,52331305,1305
-5503,-5503,-6237,-3646,-3440,-2385,-800,15141057,1057
-1983,-1983,-2095,-2979,-1528,331,1467,17186206,6206
1359,1359,1337,913,3344,4937,5290,553911549,11549
-3293,-3293,-3314,-6722,-1146,-197,-709,-2718260,8260
-4061,-4061,-4192,-6298,-2603,-1671,-1205,-2976267,6267
-3792,-3792,-3185,-2071,-1253,-20,-3156,-11017593,7593
-3855,-3855,-2385,-3168,-516,859,-6603,-32075784,5784
-3449,-3449,-1916,-2044,170,777,-764,18625513,5513
-3017,-3017,-2452,-2433,-1391,-1148,1786,26357610,7610
-1922,-1922,-2172,23,-42,655,3099,37047748,7748
-411,-411,-282,3896,2757,3018,6093,77638275,8275
-513,-513,-455,1758,1640,995,7795,99377034,7034
846,846,0,1032,-23,1011,6153,65772670,2670
2441,2441,1519,495,464,2368,2423,27672625,2625
3577,3577,2113,4367,2596,4690,3925,76072595,2595
1279,1279,-501,4054,-507,1378,2903,5219-1313,-1313
-1748,-1748,-3161,-1691,-6632,-4142,-1566,-4084-5547,-5547
-1595,-1595,-2826,-2161,-6066,-3443,-1887,-3548-4376,-4376
