-1006,-1667
-857,-803
1799,1686
1473,740
2209,2338
3214,3342
-454,-990
-1621,-2572
1854,297
499,-812
-2431,-3536
-1481,-2682
-1531,-2510
-4696,-5466
-6319,-5725
-5065,-4724
-3488,-3692
393,-968
-3680,-5149
-6459,-6524
-2268,-2497
-1528,-2199
-1565,-1994
-181,365
-325,596
-949,-110
-1750,-533
-3013,-2976
-4504,-4162
-3224,-165
-989,3583
-2062,3074
-1415,4479
1974,8148
2137,7754
117,3709
937,3894
5703,7011
3995,3974
-832,252
-997,401
-524,-200
-62,-751
-1865,-1733
-468,464
1114,936
559,788
1147,1421
-304,-459
-2019,-3139
-2314,-3376
-3542,-4808
-4072,-7084
-4005,-6396
-3669,-4920
-1470,-2972
272,-1132
2043,342
107,-1507
-1988,-1592
-1248,447
-1391,618
2662,3239
6290,7295
6724,7724
6032,5567
1340,-485
2546,-530
2735,307
562,-184
927,344
605,889
-352,341
-3647,-2313
-6431,-5251
-6012,-5544
-3369,-3194
-1633,-2775
-4544,-5583
-6375,-5822
-4370,-3909
-3208,-2227
-1236,-445
-22,382
216,720
4107,3877
4557,3603
3165,1867
2785,1382
3544,2208
1958,443
1260,300
2825,1474
1966,1154
-49,318
-513,-658
721,-46
3917,1342
2532,-356
596,-777
4143,1761
3605,-869
1757,-3501
926,-3851
-1696,-5991
-3802,-7783
-3344,-6562
92,-2629
-2102,-4240
-2687,-3900
112,730
-115,1571
-2985,-2222
-1929,87
-2943,-235
-2556,-599
-3411,-1611
-1490,-612
-1389,-516
-2162,-364
1351,3256
1856,3258
254,891
970,1913
838,2322
-2157,-2716
-3774,-5567
-939,-2777
631,-538
-257,-214
178,796
1348,2721
5562,6654
3571,4489
1526,2520
3723,4300
5589,5632
3828,2581
1765,646
669,646
152,-19
-555,-1269
-1602,-2875
-4947,-4659
-6294,-4910
-6387,-6046
-6213,-6134
-4835,-4865
-4198,-3644
-2479,-1308
-566,679
-225,798
855,1229
461,1505
394,2425
-1518,520
-2358,-203
-1079,983
-1843,696
-3971,-607
-5905,-2997
-4609,-2588
-3345,-1770
-3763,-2450
-1569,-1099
2097,1119
3597,1661
5764,2845
3847,1048
596,-1004
3233,2072
3628,1990
518,-1220
-398,-1627
1569,995
-993,-1668
-3584,-5271
-1503,-2508
-1791,-1536
-1581,-1210
-1007,-1183
-944,-1577
1850,798
2675,1660
458,172
2313,2106
5623,5736
3662,4129
485,2264
1057,3587
585,3171
-2621,-95
-2498,-1163
-2760,-2020
-3736,-3023
-4211,-3858
-178,-1364
685,-1319
-310,-622
173,-338
1801,337
3269,2102
4081,2718
1310,1141
-1530,-914
-913,-301
1131,1175
-1442,-2020
-4305,-4432
-2701,-2725
-1841,-1624
-2671,-3167
-3806,-4100
119,489
1466,1964
1728,2050
3443,3454
3538,3235
3533,3151
1576,1287
561,-50
1963,145
365,-2211
684,-1488
3243,1821
2728,1655
1514,596
3419,3712
2421,4813
-2697,1148
-5363,-1956
-1070,656
-754,743
-6149,-3874
-6483,-4728
-1770,-984
319,524
-777,-795
497,-56
3295,1723
3088,1633
1378,-441
1748,-774
2575,231
1882,542
314,26
-181,-688
-1566,-2642
-3962,-2594
-3152,-415
-947,512
408,542
518,818
-1054,-310
-2731,-2681
-1970,-2323
-2241,-2907
-2311,-2777
-2851,-3056
-2711,-3917
-3529,-5035
-4918,-6208
-3068,-4327
-4325,-5191
-2344,-2660
-198,-173
2509,1399
4805,4058
3874,4185
4009,4791
4013,5405
2598,3656
1773,2852
218,2298
-565,1176
-3676,-1882
-3753,-3194
-3284,-3140
-3975,-2680
-3767,-2708
-654,-537
5954,4192
4721,2089
1538,-149
3777,2748
3733,3316
-16,-876
-2584,-2373
-2079,-1062
-2082,-1844
-5095,-4905
-1148,-2413
3728,1808
1368,678
2441,287
3138,647
2745,541
249,-526
-493,-460
-2326,-3101
-870,-724
1584,1498
-48,-207
-4271,-2101
-1844,2793
1345,3687
-61,1235
-808,1518
2702,4630
5927,5691
4504,2801
3083,1208
6848,5266
4585,3784
-698,-502
-5809,-3317
-2330,-2890
1188,-2344
1445,-1923
2767,-1576
6214,-1293
12199,1559
8216,-408
2666,-4772
5219,-2987
3239,56
-388,-2174
-4257,-4139
-3823,-1721
-1111,1312
228,1301
5059,5958
4995,7052
2850,5200
3036,4615
821,2830
-491,385
-2543,-2428
-4175,-4008
-2792,-3282
-5458,-4728
-6738,-5669
-9091,-7141
-9958,-5901
-7855,-3261
-6550,-2903
-3053,26
-2042,1622
-1713,2126
-848,1758
-1733,381
-2702,-1301
-4651,-4067
-3513,-3197
-3508,-2868
-3300,-2746
285,493
2291,2529
-112,1172
-2991,-993
-3819,-2067
-2418,-1558
-2983,-1246
-6950,-3860
-3327,170
-417,2115
-1343,570
-3414,-973
-4220,-1015
-3327,-1288
-3230,-1867
-4331,-3903
-1487,-1829
1909,1481
2532,1847
3134,1765
6056,5151
5932,6730
1907,2774
830,1396
1928,3095
1678,2570
-4437,-2785
-5437,-4137
-4470,-3205
-7882,-5984
-9086,-10248
-6439,-8465
-4861,-4532
-5156,-4535
-3716,-3527
2273,2099
2450,4018
232,3450
4712,5925
5156,4784
7486,6047
9338,7983
6225,3630
4968,708
4863,-549
3067,-2678
-1135,-5919
-3224,-8727
-2423,-8604
-1033,-5642
-2156,-6063
-6085,-7900
-5743,-5626
-2623,-430
-2054,1808
-641,3025
-306,2526
1610,4097
227,3726
-1700,2176
1345,-1133
631,-2268
1757,2320
4107,2890
1688,-1318
1817,-849
7502,6764
6973,7810
662,2250
1349,-72
4745,5069
-1291,4605
-7531,-1776
-4410,-473
-919,5070
-7702,4190
-18417,-4472
-18587,-2736
-13728,4817
-18984,3542
-21454,-682
-20234,-1957
-20879,-4100
-22831,-5130
-21708,-4562
-16661,-501
-10532,-43
-9967,742
-11004,2503
-8008,1373
-6817,1386
-8791,4691
-8572,4985
-9349,388
-9604,-2829
-6393,-1067
-5002,783
-4690,368
-1584,2810
290,6046
-669,6739
-4852,2876
-9367,-1047
-9386,2333
-11224,-2178
-14516,-5775
-14815,-2519
-10242,-3074
-5740,-3328
-4111,-2654
-332,-1620
-649,-4126
-3099,-4895
-8462,-3893
-6240,211
-5204,-1002
-6452,-1781
-5869,-32
-5392,-3426
-662,-5133
1638,-3112
1743,-2972
2064,-2743
2370,-969
642,-1333
-812,-3146
-220,-3620
6040,3166
7698,6636
7795,5105
10515,8591
13621,15194
9788,11043
9855,9329
17841,16572
17292,16350
13400,8880
12105,6931
13078,6840
10725,3862
8296,-139
10303,477
9325,569
5369,-2453
2768,-9074
1363,-12926
2640,-7452
-3897,-14769
-2138,-17993
7466,-11042
8834,-7141
4972,-9253
6911,-7279
11634,-456
9382,3079
5555,1515
