4351,3725
3595,1953
-1522,-2710
-4341,-4694
-2671,-3102
-222,-1514
-3412,-4131
-209,397
4064,3770
1286,-26
262,-1581
3824,2710
4476,4481
-726,-673
-4075,-3795
1367,1298
2217,1788
-5422,-5001
-5631,-4888
-867,262
2061,2685
-3014,-1953
-6005,-3565
-395,1591
1622,3022
-376,227
-2027,-1037
1083,2532
4774,5480
1812,2183
317,-786
1837,272
4089,3120
476,-810
-1865,-2695
2489,1684
1686,645
-2098,-2111
-1713,-696
2489,3053
3657,3055
2534,3183
3235,3991
1716,1607
-555,-2091
-173,-2574
-501,-1917
33,-1357
2303,50
4520,3116
5154,3612
3962,3404
-1223,-543
-4766,-4356
-3269,-2419
481,1100
-256,32
466,1968
3399,5473
4217,5800
2477,2947
-1537,-832
-129,947
2197,3132
-1053,55
-3519,-3095
-2804,-2576
-3173,-3539
-7435,-8986
-9121,-11126
-4040,-7021
-4116,-6319
-3650,-3720
537,422
-211,-635
2486,1773
1153,873
-3495,-3420
-1712,-1903
-1363,-805
843,789
-1128,-1371
-715,121
-324,451
-684,-433
208,-428
-615,-558
473,1772
2890,3644
2523,2481
3659,2618
1204,964
-3240,-1988
-2842,-2222
-964,116
-1149,606
1224,2861
3154,4227
1021,2246
-368,796
-2253,-1912
-2091,-1732
-1699,-1436
-2527,-2150
-3437,-3515
762,-406
676,222
-1664,-526
-642,336
4285,3671
3983,2302
-687,-1361
-2123,-2121
-1961,-2817
-2851,-3569
-5923,-6031
-3722,-3384
161,959
-2130,-1454
-3639,-3396
-1066,-1432
-874,-1463
-5077,-5941
-6299,-7657
-2665,-4129
169,-1640
-3317,-4950
-4756,-5437
1583,862
8079,6760
7304,5848
5225,5305
9915,10836
12028,12376
6527,6366
3106,2492
608,-810
562,-297
-615,-1560
-1649,-2644
3339,1525
4869,3290
1256,1320
-2819,-1949
-4097,-3460
-4178,-3163
-8048,-5847
-6196,-4023
-2862,-1554
-3904,-3542
-2681,-2409
638,1862
675,1758
295,1102
1766,2397
631,251
-2270,-2558
-1519,-1596
-542,-1456
-898,-2401
3616,1406
929,-358
-643,-1518
644,87
1751,2016
4662,4287
5517,5549
2992,4270
1169,2295
5131,4825
4000,3707
-115,1219
3379,4176
6079,5943
1937,2529
-1678,-184
-1726,493
-1930,366
-6698,-4531
-8210,-7375
-3663,-4603
-3325,-4559
-6477,-7183
-5094,-5158
-909,-1078
-1676,-1981
-6076,-4892
-7171,-5595
-2786,-2072
1436,1279
-2563,-2449
-2525,-1360
1031,2332
-1479,116
-2387,-598
-1050,185
-312,693
994,1651
297,842
1771,1280
2201,247
960,3
767,1061
-1231,-1107
-502,-1140
-417,-780
-4245,-3975
-2094,-1816
1279,1779
2442,2586
-773,-392
2148,4109
6963,9358
5684,7541
6878,8119
8731,9997
6472,7751
2596,3240
-2828,-3229
-1955,-3778
-2338,-4903
-5700,-7157
-7016,-7512
-7454,-7986
-2987,-3778
-493,-390
-2860,-1185
-2185,-479
2298,4270
3653,5495
1606,3069
65,1671
3104,4197
3015,2938
-222,-1739
1537,-95
357,-561
