-3980,-2326
-5462,-1803
-1344,2360
1740,4788
1346,3176
4279,4546
9467,7950
7898,6070
4385,2820
3615,2422
2516,3256
2596,3958
3532,3164
3093,1180
412,-1697
-2613,-4827
-2620,-5199
-2677,-4282
-6980,-5675
-6219,-4101
-1990,214
-2977,-532
-8416,-5835
-7189,-4081
-4848,-3241
-3467,-3417
-4310,-5093
-251,-2718
4872,1251
2746,244
3431,1474
4965,1963
4475,1377
4591,1894
3582,1503
1722,1330
-785,944
770,4055
-1211,3142
-4964,-735
-7005,-2686
-5652,-2004
-3418,-1108
-7336,-4409
-7549,-4316
-1959,408
-1808,-678
-4024,-3182
275,-231
7277,3796
7180,2292
