ecg,emg_cheekbone,ksr,emg_nose,pulse
3.35294127,3.35294127,3.35294127,2.62745094,3.13725495
3.49019599,3.49019599,3.49019599,2.70588231,3.13725495
3.70588231,3.70588231,3.70588231,2.70588231,3.13725495
4.0,4.0,4.0,2.66666675,3.13725495
4.13725471,4.13725471,4.13725471,2.50980401,3.13725495
4.23529434,4.23529434,4.23529434,2.54901958,3.13725495
3.82352948,3.82352948,3.82352948,2.60784316,3.11764717
3.9607842,3.9607842,3.9607842,2.70588231,3.13725495
4.13725471,4.13725471,4.13725471,2.74509811,3.13725495
4.39215708,4.39215708,4.39215708,2.64705873,3.15686274
4.21568632,4.21568632,4.21568632,2.54901958,3.13725495
4.03921556,4.03921556,4.03921556,2.60784316,3.15686274
3.80392146,3.80392146,3.80392146,2.66666675,3.15686274
3.72549009,3.72549009,3.72549009,2.72549009,3.13725495
3.82352948,3.82352948,3.82352948,2.68627453,3.13725495
4.13725471,4.13725471,4.13725471,2.72549009,3.13725495
4.15686274,4.15686274,4.15686274,2.56862736,3.13725495
3.88235283,3.88235283,3.88235283,2.54901958,3.13725495
3.64705873,3.64705873,3.64705873,2.56862736,3.13725495
3.37254906,3.37254906,3.37254906,2.62745094,3.13725495
3.2352941,3.2352941,3.2352941,2.66666675,3.13725495
3.37254906,3.37254906,3.37254906,2.66666675,3.13725495
3.35294127,3.35294127,3.35294127,2.66666675,3.13725495
3.05882359,3.05882359,3.05882359,2.50980401,3.15686274
2.68627453,2.68627453,2.68627453,2.52941179,3.13725495
2.37254906,2.37254906,2.37254906,2.56862736,3.15686274
2.29411769,2.29411769,2.29411769,2.64705873,3.13725495
2.17647052,2.17647052,2.17647052,2.66666675,3.15686274
2.27450991,2.27450991,2.27450991,2.66666675,3.13725495
2.07843137,2.07843137,2.07843137,2.54901958,3.13725495
1.90196073,1.90196073,1.90196073,2.45098042,3.13725495
1.52941179,1.52941179,1.52941179,2.49019599,3.13725495
1.54901958,1.54901958,1.54901958,2.52941179,3.13725495
1.33333337,1.33333337,1.33333337,2.60784316,3.13725495
1.56862748,1.56862748,1.56862748,2.60784316,3.13725495
1.60784316,1.60784316,1.60784316,2.47058821,3.13725495
1.56862748,1.56862748,1.56862748,2.45098042,3.13725495
1.47058821,1.47058821,1.47058821,2.50980401,3.13725495
1.27450979,1.27450979,1.27450979,2.54901958,3.11764717
1.31372547,1.31372547,1.31372547,2.58823538,3.15686274
1.45098042,1.45098042,1.45098042,2.60784316,3.13725495
1.66666663,1.66666663,1.66666663,2.60784316,3.15686274
1.66666663,1.66666663,1.66666663,2.49019599,3.13725495
1.54901958,1.54901958,1.54901958,2.58823538,3.13725495
1.43137252,1.43137252,1.43137252,2.66666675,3.13725495
1.35294116,1.35294116,1.35294116,2.72549009,3.13725495
1.62745094,1.62745094,1.62745094,2.66666675,3.13725495
1.90196073,1.90196073,1.90196073,2.54901958,3.13725495
1.7647059,1.7647059,1.7647059,2.58823538,3.13725495
1.64705884,1.64705884,1.64705884,2.60784316,3.13725495
1.39215684,1.39215684,1.39215684,2.66666675,3.13725495
1.45098042,1.45098042,1.45098042,2.72549009,3.13725495
1.62745094,1.62745094,1.62745094,2.74509811,3.13725495
1.92156863,1.92156863,1.92156863,2.64705873,3.13725495
1.90196073,1.90196073,1.90196073,2.56862736,3.15686274
1.96078432,1.96078432,1.96078432,2.64705873,3.13725495
1.82352936,1.82352936,1.82352936,2.74509811,3.13725495
1.54901958,1.54901958,1.54901958,2.78431368,3.13725495
1.47058821,1.47058821,1.47058821,2.78431368,3.13725495
1.56862748,1.56862748,1.56862748,2.80392146,3.13725495
1.84313726,1.84313726,1.84313726,2.68627453,3.11764717
2.0,2.0,2.0,2.72549009,3.13725495
2.0392158,2.0392158,2.0392158,2.78431368,3.15686274
1.80392158,1.80392158,1.80392158,2.84313726,3.13725495
1.72549021,1.72549021,1.72549021,2.88235283,3.15686274
1.90196073,1.90196073,1.90196073,2.86274505,3.13725495
2.11764717,2.11764717,2.11764717,2.80392146,3.13725495
2.35294127,2.35294127,2.35294127,2.70588231,3.13725495
2.2352941,2.2352941,2.2352941,2.7647059,3.13725495
2.15686274,2.15686274,2.15686274,2.82352948,3.13725495
1.92156863,1.92156863,1.92156863,2.86274505,3.11764717
2.13725495,2.13725495,2.13725495,2.82352948,3.15686274
2.47058821,2.47058821,2.47058821,2.70588231,3.13725495
2.64705873,2.64705873,2.64705873,2.62745094,3.15686274
2.52941179,2.52941179,2.52941179,2.66666675,3.13725495
2.50980401,2.50980401,2.50980401,2.72549009,3.13725495
2.35294127,2.35294127,2.35294127,2.78431368,3.11764717
2.29411769,2.29411769,2.29411769,2.7647059,3.13725495
2.41176462,2.41176462,2.41176462,2.70588231,3.11764717
2.58823538,2.58823538,2.58823538,2.56862736,3.13725495
2.64705873,2.64705873,2.64705873,2.56862736,3.11764717
2.45098042,2.45098042,2.45098042,2.64705873,3.15686274
2.0392158,2.0392158,2.0392158,2.68627453,3.13725495
1.96078432,1.96078432,1.96078432,2.70588231,3.15686274
2.15686274,2.15686274,2.15686274,2.66666675,3.13725495
2.43137264,2.43137264,2.43137264,2.56862736,3.13725495
2.33333325,2.33333325,2.33333325,2.45098042,3.13725495
1.9803921,1.9803921,1.9803921,2.47058821,3.13725495
1.72549021,1.72549021,1.72549021,2.49019599,3.13725495
1.80392158,1.80392158,1.80392158,2.56862736,3.13725495
2.07843137,2.07843137,2.07843137,2.54901958,3.13725495
2.21568632,2.21568632,2.21568632,2.58823538,3.11764717
2.49019599,2.49019599,2.49019599,2.45098042,3.13725495
2.45098042,2.45098042,2.45098042,2.41176462,3.11764717
2.15686274,2.15686274,2.15686274,2.45098042,3.13725495
1.94117641,1.94117641,1.94117641,2.49019599,3.11764717
2.05882359,2.05882359,2.05882359,2.54901958,3.13725495
2.27450991,2.27450991,2.27450991,2.54901958,3.11764717
2.58823538,2.58823538,2.58823538,2.39215684,3.13725495
2.68627453,2.68627453,2.68627453,2.39215684,3.11764717
2.60784316,2.60784316,2.60784316,2.41176462,3.15686274
2.29411769,2.29411769,2.29411769,2.50980401,3.15686274
2.13725495,2.13725495,2.13725495,2.50980401,3.11764717
2.2352941,2.2352941,2.2352941,2.52941179,3.15686274
2.41176462,2.41176462,2.41176462,2.45098042,3.13725495
2.56862736,2.56862736,2.56862736,2.35294127,3.13725495
2.60784316,2.60784316,2.60784316,2.39215684,3.13725495
2.50980401,2.50980401,2.50980401,2.45098042,3.13725495
2.21568632,2.21568632,2.21568632,2.49019599,3.13725495
2.09803915,2.09803915,2.09803915,2.50980401,3.11764717
2.33333325,2.33333325,2.33333325,2.43137264,3.13725495
2.49019599,2.49019599,2.49019599,2.43137264,3.11764717
2.54901958,2.54901958,2.54901958,2.43137264,3.13725495
2.43137264,2.43137264,2.43137264,2.49019599,3.11764717
2.19607854,2.19607854,2.19607854,2.54901958,3.15686274
2.31372547,2.31372547,2.31372547,2.54901958,3.11764717
2.49019599,2.49019599,2.49019599,2.56862736,3.13725495
2.62745094,2.62745094,2.62745094,2.43137264,3.13725495
2.80392146,2.80392146,2.80392146,2.41176462,3.11764717
2.78431368,2.78431368,2.78431368,2.47058821,3.13725495
2.49019599,2.49019599,2.49019599,2.54901958,3.11764717
2.29411769,2.29411769,2.29411769,2.60784316,3.13725495
2.41176462,2.41176462,2.41176462,2.64705873,3.11764717
2.50980401,2.50980401,2.50980401,2.56862736,3.13725495
2.9607842,2.9607842,2.9607842,2.45098042,3.11764717
2.9607842,2.9607842,2.9607842,2.50980401,3.13725495
2.98039222,2.98039222,2.98039222,2.56862736,3.11764717
2.74509811,2.74509811,2.74509811,2.66666675,3.13725495
2.56862736,2.56862736,2.56862736,2.66666675,3.11764717
2.70588231,2.70588231,2.70588231,2.64705873,3.11764717
2.86274505,2.86274505,2.86274505,2.56862736,3.13725495
2.84313726,2.84313726,2.84313726,2.50980401,3.11764717
2.78431368,2.78431368,2.78431368,2.54901958,3.13725495
2.84313726,2.84313726,2.84313726,2.64705873,3.11764717
2.62745094,2.62745094,2.62745094,2.68627453,3.13725495
2.60784316,2.60784316,2.60784316,2.70588231,3.11764717
2.66666675,2.66666675,2.66666675,2.56862736,3.13725495
2.82352948,2.82352948,2.82352948,2.54901958,3.11764717
2.80392146,2.80392146,2.80392146,2.62745094,3.11764717
2.56862736,2.56862736,2.56862736,2.70588231,3.11764717
2.27450991,2.27450991,2.27450991,2.74509811,3.11764717
2.01960778,2.01960778,2.01960778,2.7647059,3.11764717
1.92156863,1.92156863,1.92156863,2.72549009,3.13725495
2.0,2.0,2.0,2.60784316,3.11764717
2.27450991,2.27450991,2.27450991,2.66666675,3.13725495
2.49019599,2.49019599,2.49019599,2.70588231,3.11764717
2.39215684,2.39215684,2.39215684,2.7647059,3.11764717
2.17647052,2.17647052,2.17647052,2.7647059,3.11764717
1.92156863,1.92156863,1.92156863,2.78431368,3.11764717
2.17647052,2.17647052,2.17647052,2.62745094,3.11764717
2.47058821,2.47058821,2.47058821,2.58823538,3.11764717
2.49019599,2.49019599,2.49019599,2.58823538,3.13725495
2.25490189,2.25490189,2.25490189,2.66666675,3.11764717
1.86274505,1.86274505,1.86274505,2.72549009,3.13725495
1.90196073,1.90196073,1.90196073,2.74509811,3.11764717
1.9803921,1.9803921,1.9803921,2.72549009,3.11764717
2.27450991,2.27450991,2.27450991,2.56862736,3.09803915
2.19607854,2.19607854,2.19607854,2.54901958,3.09803915
1.84313726,1.84313726,1.84313726,2.66666675,3.09803915
1.80392158,1.80392158,1.80392158,2.72549009,3.07843137
1.70588231,1.70588231,1.70588231,2.72549009,3.07843137
1.78431368,1.78431368,1.78431368,2.74509811,3.0392158
2.05882359,2.05882359,2.05882359,2.66666675,3.0392158
2.54901958,2.54901958,2.54901958,2.56862736,3.01960778
3.01960778,3.01960778,3.01960778,2.58823538,3.0
3.50980401,3.50980401,3.50980401,2.64705873,2.98039222
3.94117641,3.94117641,3.94117641,2.70588231,2.94117641
4.62745094,4.62745094,4.62745094,2.70588231,2.90196085
5.0,5.0,5.0,2.68627453,2.88235283
4.98039198,4.98039198,4.98039198,2.56862736,2.86274505
5.0,5.0,5.0,2.50980401,2.84313726
4.94117641,4.94117641,4.94117641,2.54901958,2.80392146
4.98039198,4.98039198,4.98039198,2.58823538,2.78431368
4.21568632,4.21568632,4.21568632,2.62745094,2.7647059
2.31372547,2.31372547,2.31372547,2.62745094,2.72549009
1.33333337,1.33333337,1.33333337,2.45098042,2.70588231
0.66666669,0.66666669,0.66666669,2.45098042,2.70588231
0.33333334,0.33333334,0.33333334,2.50980401,2.68627453
0.33333334,0.33333334,0.33333334,2.60784316,2.66666675
0.33333334,0.33333334,0.33333334,2.62745094,2.66666675
0.4509804,0.4509804,0.4509804,2.62745094,2.56862736
0.72549021,0.72549021,0.72549021,2.56862736,2.50980401
1.11764705,1.11764705,1.11764705,2.45098042,2.45098042
1.35294116,1.35294116,1.35294116,2.49019599,2.35294127
1.52941179,1.52941179,1.52941179,2.54901958,2.27450991
1.58823526,1.58823526,1.58823526,2.60784316,2.13725495
1.70588231,1.70588231,1.70588231,2.62745094,1.96078432
1.66666663,1.66666663,1.66666663,2.60784316,1.74509799
1.80392158,1.80392158,1.80392158,2.49019599,1.52941179
1.96078432,1.96078432,1.96078432,2.41176462,1.2352941
2.0392158,2.0392158,2.0392158,2.45098042,0.96078432
1.9803921,1.9803921,1.9803921,2.52941179,0.4509804
1.78431368,1.78431368,1.78431368,2.56862736,0.13725491
1.80392158,1.80392158,1.80392158,2.52941179,0.03921569
2.01960778,2.01960778,2.01960778,2.54901958,0.01960784
2.19607854,2.19607854,2.19607854,2.37254906,0.0
2.52941179,2.52941179,2.52941179,2.37254906,0.0
2.50980401,2.50980401,2.50980401,2.43137264,0.0
2.27450991,2.27450991,2.27450991,2.47058821,0.0
2.07843137,2.07843137,2.07843137,2.50980401,0.0
2.27450991,2.27450991,2.27450991,2.49019599,0.0
2.49019599,2.49019599,2.49019599,2.35294127,0.0
2.68627453,2.68627453,2.68627453,2.39215684,0.0
2.68627453,2.68627453,2.68627453,2.41176462,0.0
2.70588231,2.70588231,2.70588231,2.43137264,0.0
2.49019599,2.49019599,2.49019599,2.41176462,0.0
2.50980401,2.50980401,2.50980401,2.45098042,0.0
2.60784316,2.60784316,2.60784316,2.35294127,0.0
2.60784316,2.60784316,2.60784316,2.25490189,0.0
2.74509811,2.74509811,2.74509811,2.27450991,0.0
2.74509811,2.74509811,2.74509811,2.37254906,0.0
2.72549009,2.72549009,2.72549009,2.43137264,0.0
2.60784316,2.60784316,2.60784316,2.43137264,0.0
2.62745094,2.62745094,2.62745094,2.41176462,0.0
3.17647052,3.17647052,3.17647052,2.27450991,0.0
3.19607854,3.19607854,3.19607854,2.35294127,0.0
3.2352941,3.2352941,3.2352941,2.37254906,0.0
3.0,3.0,3.0,2.43137264,0.0
2.74509811,2.74509811,2.74509811,2.45098042,0.05882353
2.92156863,2.92156863,2.92156863,2.41176462,0.13725491
3.09803915,3.09803915,3.09803915,2.33333325,0.27450982
3.45098042,3.45098042,3.45098042,2.37254906,0.39215687
3.58823538,3.58823538,3.58823538,2.43137264,0.56862748
3.60784316,3.60784316,3.60784316,2.49019599,0.7647059
3.47058821,3.47058821,3.47058821,2.47058821,0.84313726
3.41176462,3.41176462,3.41176462,2.47058821,0.90196079
3.49019599,3.49019599,3.49019599,2.39215684,1.0
3.80392146,3.80392146,3.80392146,2.33333325,1.05882359
4.01960802,4.01960802,4.01960802,2.37254906,1.15686274
3.98039222,3.98039222,3.98039222,2.43137264,1.27450979
4.0,4.0,4.0,2.47058821,1.49019611
3.78431368,3.78431368,3.78431368,2.49019599,1.56862748
3.84313726,3.84313726,3.84313726,2.45098042,1.66666663
3.90196085,3.90196085,3.90196085,2.35294127,1.70588231
4.17647076,4.17647076,4.17647076,2.33333325,1.80392158
4.35294104,4.35294104,4.35294104,2.39215684,1.86274505
4.21568632,4.21568632,4.21568632,2.47058821,1.96078432
3.92156863,3.92156863,3.92156863,2.49019599,2.01960778
3.72549009,3.72549009,3.72549009,2.49019599,2.09803915
3.68627453,3.68627453,3.68627453,2.31372547,2.15686274
3.90196085,3.90196085,3.90196085,2.33333325,2.21568632
3.9607842,3.9607842,3.9607842,2.39215684,2.25490189
3.66666675,3.66666675,3.66666675,2.45098042,2.35294127
3.47058821,3.47058821,3.47058821,2.49019599,2.37254906
3.29411769,3.29411769,3.29411769,2.50980401,2.49019599
3.09803915,3.09803915,3.09803915,2.45098042,2.52941179
3.09803915,3.09803915,3.09803915,2.35294127,2.56862736
3.17647052,3.17647052,3.17647052,2.39215684,2.62745094
3.05882359,3.05882359,3.05882359,2.45098042,2.62745094
2.9607842,2.9607842,2.9607842,2.47058821,2.64705873
2.49019599,2.49019599,2.49019599,2.49019599,2.68627453
2.15686274,2.15686274,2.15686274,2.56862736,2.66666675
2.11764717,2.11764717,2.11764717,2.43137264,2.68627453
2.01960778,2.01960778,2.01960778,2.43137264,2.70588231
1.80392158,1.80392158,1.80392158,2.43137264,2.68627453
1.58823526,1.58823526,1.58823526,2.50980401,2.72549009
1.25490201,1.25490201,1.25490201,2.58823538,2.68627453
1.27450979,1.27450979,1.27450979,2.60784316,2.70588231
1.29411769,1.29411769,1.29411769,2.60784316,2.70588231
1.52941179,1.52941179,1.52941179,2.43137264,2.70588231
1.70588231,1.70588231,1.70588231,2.47058821,2.70588231
1.52941179,1.52941179,1.52941179,2.56862736,2.68627453
1.19607842,1.19607842,1.19607842,2.60784316,2.68627453
0.96078432,0.96078432,0.96078432,2.60784316,2.70588231
1.17647064,1.17647064,1.17647064,2.56862736,2.66666675
1.31372547,1.31372547,1.31372547,2.47058821,2.64705873
1.58823526,1.58823526,1.58823526,2.52941179,2.64705873
1.60784316,1.60784316,1.60784316,2.56862736,2.64705873
1.45098042,1.45098042,1.45098042,2.60784316,2.60784316
1.27450979,1.27450979,1.27450979,2.62745094,2.56862736
1.39215684,1.39215684,1.39215684,2.62745094,2.54901958
1.45098042,1.45098042,1.45098042,2.50980401,2.50980401
1.66666663,1.66666663,1.66666663,2.43137264,2.49019599
1.84313726,1.84313726,1.84313726,2.50980401,2.49019599
1.7647059,1.7647059,1.7647059,2.54901958,2.43137264
1.64705884,1.64705884,1.64705884,2.60784316,2.43137264
1.41176474,1.41176474,1.41176474,2.64705873,2.41176462
1.39215684,1.39215684,1.39215684,2.60784316,2.37254906
1.94117641,1.94117641,1.94117641,2.45098042,2.37254906
1.78431368,1.78431368,1.78431368,2.49019599,2.33333325
1.88235295,1.88235295,1.88235295,2.58823538,2.33333325
1.62745094,1.62745094,1.62745094,2.60784316,2.31372547
1.60784316,1.60784316,1.60784316,2.62745094,2.27450991
1.72549021,1.72549021,1.72549021,2.56862736,2.29411769
1.90196073,1.90196073,1.90196073,2.49019599,2.2352941
2.05882359,2.05882359,2.05882359,2.54901958,2.25490189
1.90196073,1.90196073,1.90196073,2.62745094,2.19607854
1.90196073,1.90196073,1.90196073,2.68627453,2.21568632
1.7647059,1.7647059,1.7647059,2.68627453,2.17647052
1.74509799,1.74509799,1.74509799,2.68627453,2.17647052
1.80392158,1.80392158,1.80392158,2.52941179,2.13725495
2.0392158,2.0392158,2.0392158,2.52941179,2.11764717
2.15686274,2.15686274,2.15686274,2.54901958,2.11764717
2.31372547,2.31372547,2.31372547,2.60784316,2.07843137
2.21568632,2.21568632,2.21568632,2.62745094,2.01960778
1.94117641,1.94117641,1.94117641,2.66666675,2.0392158
2.05882359,2.05882359,2.05882359,2.66666675,2.0
2.17647052,2.17647052,2.17647052,2.47058821,1.96078432
2.43137264,2.43137264,2.43137264,2.52941179,1.96078432
2.47058821,2.47058821,2.47058821,2.58823538,1.96078432
2.37254906,2.37254906,2.37254906,2.64705873,1.94117641
2.07843137,2.07843137,2.07843137,2.66666675,1.90196073
1.9803921,1.9803921,1.9803921,2.68627453,1.88235295
2.29411769,2.29411769,2.29411769,2.49019599,1.86274505
2.56862736,2.56862736,2.56862736,2.54901958,1.84313726
2.37254906,2.37254906,2.37254906,2.60784316,1.80392158
1.9803921,1.9803921,1.9803921,2.66666675,1.78431368
1.88235295,1.88235295,1.88235295,2.66666675,1.7647059
1.94117641,1.94117641,1.94117641,2.64705873,1.74509799
2.07843137,2.07843137,2.07843137,2.52941179,1.72549021
2.17647052,2.17647052,2.17647052,2.47058821,1.70588231
2.45098042,2.45098042,2.45098042,2.50980401,1.70588231
2.43137264,2.43137264,2.43137264,2.56862736,1.68627453
2.25490189,2.25490189,2.25490189,2.58823538,1.66666663
1.94117641,1.94117641,1.94117641,2.56862736,1.66666663
2.0392158,2.0392158,2.0392158,2.54901958,1.66666663
2.13725495,2.13725495,2.13725495,2.39215684,1.66666663
2.50980401,2.50980401,2.50980401,2.39215684,1.66666663
2.43137264,2.43137264,2.43137264,2.47058821,1.66666663
2.19607854,2.19607854,2.19607854,2.52941179,1.66666663
1.94117641,1.94117641,1.94117641,2.54901958,1.64705884
2.13725495,2.13725495,2.13725495,2.56862736,1.62745094
2.35294127,2.35294127,2.35294127,2.49019599,1.62745094
2.70588231,2.70588231,2.70588231,2.39215684,1.62745094
2.43137264,2.43137264,2.43137264,2.41176462,1.64705884
2.33333325,2.33333325,2.33333325,2.47058821,1.64705884
2.05882359,2.05882359,2.05882359,2.54901958,1.62745094
2.0392158,2.0392158,2.0392158,2.54901958,1.62745094
2.09803915,2.09803915,2.09803915,2.43137264,1.60784316
2.39215684,2.39215684,2.39215684,2.37254906,1.60784316
2.54901958,2.54901958,2.54901958,2.41176462,1.60784316
2.35294127,2.35294127,2.35294127,2.45098042,1.60784316
2.27450991,2.27450991,2.27450991,2.49019599,1.62745094
2.01960778,2.01960778,2.01960778,2.50980401,1.62745094
2.11764717,2.11764717,2.11764717,2.52941179,1.60784316
2.27450991,2.27450991,2.27450991,2.33333325,1.60784316
2.52941179,2.52941179,2.52941179,2.35294127,1.62745094
2.74509811,2.74509811,2.74509811,2.43137264,1.64705884
2.58823538,2.58823538,2.58823538,2.47058821,1.62745094
2.29411769,2.29411769,2.29411769,2.50980401,1.60784316
2.13725495,2.13725495,2.13725495,2.52941179,1.62745094
2.37254906,2.37254906,2.37254906,2.45098042,1.62745094
2.7647059,2.7647059,2.7647059,2.39215684,1.64705884
2.84313726,2.84313726,2.84313726,2.45098042,1.64705884
2.84313726,2.84313726,2.84313726,2.52941179,1.62745094
2.62745094,2.62745094,2.62745094,2.50980401,1.62745094
2.56862736,2.56862736,2.56862736,2.50980401,1.62745094
2.74509811,2.74509811,2.74509811,2.39215684,1.62745094
2.92156863,2.92156863,2.92156863,2.39215684,1.64705884
3.15686274,3.15686274,3.15686274,2.43137264,1.64705884
3.15686274,3.15686274,3.15686274,2.52941179,1.62745094
2.92156863,2.92156863,2.92156863,2.54901958,1.62745094
2.70588231,2.70588231,2.70588231,2.58823538,1.62745094
2.74509811,2.74509811,2.74509811,2.58823538,1.62745094
2.82352948,2.82352948,2.82352948,2.45098042,1.62745094
2.9607842,2.9607842,2.9607842,2.43137264,1.64705884
3.01960778,3.01960778,3.01960778,2.54901958,1.64705884
2.94117641,2.94117641,2.94117641,2.58823538,1.60784316
2.78431368,2.78431368,2.78431368,2.62745094,1.60784316
2.52941179,2.52941179,2.52941179,2.64705873,1.62745094
2.64705873,2.64705873,2.64705873,2.60784316,1.62745094
2.84313726,2.84313726,2.84313726,2.49019599,1.60784316
2.9607842,2.9607842,2.9607842,2.52941179,1.60784316
2.62745094,2.62745094,2.62745094,2.56862736,1.60784316
2.41176462,2.41176462,2.41176462,2.62745094,1.60784316
2.09803915,2.09803915,2.09803915,2.64705873,1.60784316
2.0,2.0,2.0,2.68627453,1.62745094
2.01960778,2.01960778,2.01960778,2.50980401,1.60784316
2.13725495,2.13725495,2.13725495,2.56862736,1.58823526
2.07843137,2.07843137,2.07843137,2.60784316,1.58823526
1.9803921,1.9803921,1.9803921,2.62745094,1.58823526
1.80392158,1.80392158,1.80392158,2.64705873,1.56862748
1.88235295,1.88235295,1.88235295,2.64705873,1.58823526
1.9803921,1.9803921,1.9803921,2.47058821,1.56862748
2.31372547,2.31372547,2.31372547,2.45098042,1.56862748
2.27450991,2.27450991,2.27450991,2.52941179,1.54901958
2.27450991,2.27450991,2.27450991,2.56862736,1.56862748
2.13725495,2.13725495,2.13725495,2.60784316,1.54901958
1.90196073,1.90196073,1.90196073,2.58823538,1.52941179
1.96078432,1.96078432,1.96078432,2.54901958,1.52941179
2.2352941,2.2352941,2.2352941,2.37254906,1.54901958
2.49019599,2.49019599,2.49019599,2.37254906,1.50980389
2.33333325,2.33333325,2.33333325,2.41176462,1.50980389
2.09803915,2.09803915,2.09803915,2.49019599,1.50980389
1.90196073,1.90196073,1.90196073,2.52941179,1.50980389
1.92156863,1.92156863,1.92156863,2.52941179,1.49019611
2.21568632,2.21568632,2.21568632,2.41176462,1.49019611
2.70588231,2.70588231,2.70588231,2.39215684,1.50980389
2.98039222,2.98039222,2.98039222,2.41176462,1.47058821
3.33333325,3.33333325,3.33333325,2.45098042,1.47058821
3.66666675,3.66666675,3.66666675,2.52941179,1.47058821
4.39215708,4.39215708,4.39215708,2.56862736,1.47058821
4.96078444,4.96078444,4.96078444,2.54901958,1.45098042
