ecg,emg_cheekbone,ksr,emg_nose,pulse
1.88235295,1.88235295,1.88235295,2.45098042,0.98039216
1.88235295,1.88235295,1.88235295,2.45098042,1.0
2.09803915,2.09803915,2.09803915,2.37254906,1.0196079
2.25490189,2.25490189,2.25490189,2.17647052,1.03921568
2.15686274,2.15686274,2.15686274,2.25490189,1.05882359
1.84313726,1.84313726,1.84313726,2.39215684,1.07843137
1.68627453,1.68627453,1.68627453,2.45098042,1.09803927
1.80392158,1.80392158,1.80392158,2.41176462,1.11764705
2.09803915,2.09803915,2.09803915,2.29411769,1.13725495
2.21568632,2.21568632,2.21568632,2.13725495,1.13725495
2.13725495,2.13725495,2.13725495,2.17647052,1.15686274
1.92156863,1.92156863,1.92156863,2.27450991,1.19607842
1.7647059,1.7647059,1.7647059,2.43137264,1.19607842
1.49019611,1.49019611,1.49019611,2.43137264,1.19607842
1.62745094,1.62745094,1.62745094,2.43137264,1.2352941
1.82352936,1.82352936,1.82352936,2.2352941,1.2352941
2.05882359,2.05882359,2.05882359,2.17647052,1.25490201
1.92156863,1.92156863,1.92156863,2.27450991,1.25490201
1.70588231,1.70588231,1.70588231,2.39215684,1.25490201
1.60784316,1.60784316,1.60784316,2.49019599,1.27450979
1.62745094,1.62745094,1.62745094,2.45098042,1.29411769
1.78431368,1.78431368,1.78431368,2.43137264,1.29411769
1.94117641,1.94117641,1.94117641,2.21568632,1.31372547
2.11764717,2.11764717,2.11764717,2.17647052,1.31372547
2.0392158,2.0392158,2.0392158,2.31372547,1.33333337
1.84313726,1.84313726,1.84313726,2.43137264,1.33333337
1.66666663,1.66666663,1.66666663,2.50980401,1.31372547
1.80392158,1.80392158,1.80392158,2.49019599,1.35294116
2.09803915,2.09803915,2.09803915,2.35294127,1.33333337
2.25490189,2.25490189,2.25490189,2.2352941,1.35294116
2.19607854,2.19607854,2.19607854,2.35294127,1.33333337
2.19607854,2.19607854,2.19607854,2.49019599,1.37254906
2.19607854,2.19607854,2.19607854,2.49019599,1.35294116
2.13725495,2.13725495,2.13725495,2.45098042,1.37254906
2.43137264,2.43137264,2.43137264,2.27450991,1.39215684
2.64705873,2.64705873,2.64705873,2.13725495,1.37254906
2.7647059,2.7647059,2.7647059,2.21568632,1.39215684
2.68627453,2.68627453,2.68627453,2.37254906,1.39215684
2.7647059,2.7647059,2.7647059,2.54901958,1.37254906
2.64705873,2.64705873,2.64705873,2.56862736,1.41176474
2.90196085,2.90196085,2.90196085,2.47058821,1.39215684
2.94117641,2.94117641,2.94117641,2.2352941,1.39215684
2.9607842,2.9607842,2.9607842,2.17647052,1.41176474
2.86274505,2.86274505,2.86274505,2.43137264,1.39215684
2.74509811,2.74509811,2.74509811,2.49019599,1.41176474
2.70588231,2.70588231,2.70588231,2.41176462,1.39215684
2.9607842,2.9607842,2.9607842,2.25490189,1.41176474
3.0,3.0,3.0,2.05882359,1.43137252
3.11764717,3.11764717,3.11764717,2.07843137,1.41176474
2.86274505,2.86274505,2.86274505,2.15686274,1.41176474
2.70588231,2.70588231,2.70588231,2.25490189,1.43137252
